line,station,direction,day_type,time,dest,remark
南北線,大通,麻生方面,weekend_holiday,09:00,麻生行き,
南北線,大通,麻生方面,weekend_holiday,09:04,麻生行き,
南北線,大通,麻生方面,weekend_holiday,09:08,麻生行き,
南北線,大通,麻生方面,weekend_holiday,09:12,麻生行き,
南北線,大通,麻生方面,weekend_holiday,09:16,麻生行き,
南北線,大通,麻生方面,weekend_holiday,09:20,麻生行き,
南北線,大通,麻生方面,weekend_holiday,09:24,麻生行き,
南北線,大通,麻生方面,weekend_holiday,09:28,麻生行き,
南北線,大通,麻生方面,weekend_holiday,09:32,麻生行き,
南北線,大通,麻生方面,weekend_holiday,09:36,麻生行き,
南北線,大通,麻生方面,weekend_holiday,09:40,麻生行き,
南北線,大通,麻生方面,weekend_holiday,09:44,麻生行き,
南北線,大通,麻生方面,weekend_holiday,09:48,麻生行き,
南北線,大通,麻生方面,weekend_holiday,09:52,麻生行き,
南北線,大通,麻生方面,weekend_holiday,09:56,麻生行き,
南北線,大通,麻生方面,weekend_holiday,10:00,麻生行き,
南北線,大通,麻生方面,weekend_holiday,10:07,麻生行き,
南北線,大通,麻生方面,weekend_holiday,10:14,麻生行き,
南北線,大通,麻生方面,weekend_holiday,10:21,麻生行き,
南北線,大通,麻生方面,weekend_holiday,10:28,麻生行き,
南北線,大通,麻生方面,weekend_holiday,10:35,麻生行き,
南北線,大通,麻生方面,weekend_holiday,10:42,麻生行き,
南北線,大通,麻生方面,weekend_holiday,10:49,麻生行き,
南北線,大通,麻生方面,weekend_holiday,10:56,麻生行き,
南北線,大通,麻生方面,weekend_holiday,11:03,麻生行き,
南北線,大通,麻生方面,weekend_holiday,11:10,麻生行き,
南北線,大通,麻生方面,weekend_holiday,11:17,麻生行き,
南北線,大通,麻生方面,weekend_holiday,11:24,麻生行き,
南北線,大通,麻生方面,weekend_holiday,11:31,麻生行き,
南北線,大通,麻生方面,weekend_holiday,11:38,麻生行き,
南北線,大通,麻生方面,weekend_holiday,11:45,麻生行き,
南北線,大通,麻生方面,weekend_holiday,11:52,麻生行き,
南北線,大通,麻生方面,weekend_holiday,11:59,麻生行き,
南北線,大通,麻生方面,weekend_holiday,12:06,麻生行き,
南北線,大通,麻生方面,weekend_holiday,12:13,麻生行き,
南北線,大通,麻生方面,weekend_holiday,12:20,麻生行き,
南北線,大通,麻生方面,weekend_holiday,12:27,麻生行き,
南北線,大通,麻生方面,weekend_holiday,12:34,麻生行き,
南北線,大通,麻生方面,weekend_holiday,12:41,麻生行き,
南北線,大通,麻生方面,weekend_holiday,12:48,麻生行き,
南北線,大通,麻生方面,weekend_holiday,12:55,麻生行き,
南北線,大通,麻生方面,weekend_holiday,13:02,麻生行き,
南北線,大通,麻生方面,weekend_holiday,13:09,麻生行き,
南北線,大通,麻生方面,weekend_holiday,13:16,麻生行き,
南北線,大通,麻生方面,weekend_holiday,13:23,麻生行き,
南北線,大通,麻生方面,weekend_holiday,13:30,麻生行き,
南北線,大通,麻生方面,weekend_holiday,13:37,麻生行き,
南北線,大通,麻生方面,weekend_holiday,13:44,麻生行き,
南北線,大通,麻生方面,weekend_holiday,13:51,麻生行き,
南北線,大通,麻生方面,weekend_holiday,13:58,麻生行き,
南北線,大通,麻生方面,weekend_holiday,14:05,麻生行き,
南北線,大通,麻生方面,weekend_holiday,14:12,麻生行き,
南北線,大通,麻生方面,weekend_holiday,14:19,麻生行き,
南北線,大通,麻生方面,weekend_holiday,14:26,麻生行き,
南北線,大通,麻生方面,weekend_holiday,14:33,麻生行き,
南北線,大通,麻生方面,weekend_holiday,14:40,麻生行き,
南北線,大通,麻生方面,weekend_holiday,14:47,麻生行き,
南北線,大通,麻生方面,weekend_holiday,14:54,麻生行き,
南北線,大通,麻生方面,weekend_holiday,15:01,麻生行き,
南北線,大通,麻生方面,weekend_holiday,15:08,麻生行き,
南北線,大通,麻生方面,weekend_holiday,15:15,麻生行き,
南北線,大通,麻生方面,weekend_holiday,15:22,麻生行き,
南北線,大通,麻生方面,weekend_holiday,15:29,麻生行き,
南北線,大通,麻生方面,weekend_holiday,15:36,麻生行き,
南北線,大通,麻生方面,weekend_holiday,15:43,麻生行き,
南北線,大通,麻生方面,weekend_holiday,15:50,麻生行き,
南北線,大通,麻生方面,weekend_holiday,15:57,麻生行き,
南北線,大通,麻生方面,weekend_holiday,16:04,麻生行き,
南北線,大通,麻生方面,weekend_holiday,16:11,麻生行き,
南北線,大通,麻生方面,weekend_holiday,16:18,麻生行き,
南北線,大通,麻生方面,weekend_holiday,16:25,麻生行き,
南北線,大通,麻生方面,weekend_holiday,16:32,麻生行き,
南北線,大通,麻生方面,weekend_holiday,16:39,麻生行き,
南北線,大通,麻生方面,weekend_holiday,16:46,麻生行き,
南北線,大通,麻生方面,weekend_holiday,16:53,麻生行き,
南北線,大通,麻生方面,weekend_holiday,17:00,麻生行き,
南北線,大通,麻生方面,weekend_holiday,17:07,麻生行き,
南北線,大通,麻生方面,weekend_holiday,17:14,麻生行き,
南北線,大通,麻生方面,weekend_holiday,17:21,麻生行き,
南北線,大通,麻生方面,weekend_holiday,17:28,麻生行き,
南北線,大通,麻生方面,weekend_holiday,17:35,麻生行き,
南北線,大通,麻生方面,weekend_holiday,17:42,麻生行き,
南北線,大通,麻生方面,weekend_holiday,17:49,麻生行き,
南北線,大通,麻生方面,weekend_holiday,17:56,麻生行き,
南北線,大通,麻生方面,weekend_holiday,18:03,麻生行き,
南北線,大通,麻生方面,weekend_holiday,18:10,麻生行き,
南北線,大通,麻生方面,weekend_holiday,18:17,麻生行き,
南北線,大通,麻生方面,weekend_holiday,18:24,麻生行き,
南北線,大通,麻生方面,weekend_holiday,18:31,麻生行き,
南北線,大通,麻生方面,weekend_holiday,18:38,麻生行き,
南北線,大通,麻生方面,weekend_holiday,18:45,麻生行き,
南北線,大通,麻生方面,weekend_holiday,18:52,麻生行き,
南北線,大通,麻生方面,weekend_holiday,18:59,麻生行き,
南北線,大通,麻生方面,weekend_holiday,19:06,麻生行き,
南北線,大通,麻生方面,weekend_holiday,19:13,麻生行き,
南北線,大通,麻生方面,weekend_holiday,19:20,麻生行き,
南北線,大通,麻生方面,weekend_holiday,19:27,麻生行き,
南北線,大通,麻生方面,weekend_holiday,19:34,麻生行き,
南北線,大通,麻生方面,weekend_holiday,19:41,麻生行き,
南北線,大通,麻生方面,weekend_holiday,19:48,麻生行き,
南北線,大通,麻生方面,weekend_holiday,19:55,麻生行き,
南北線,大通,麻生方面,weekend_holiday,20:02,麻生行き,
南北線,大通,麻生方面,weekend_holiday,20:10,麻生行き,
南北線,大通,麻生方面,weekend_holiday,20:18,麻生行き,
南北線,大通,麻生方面,weekend_holiday,20:26,麻生行き,
南北線,大通,麻生方面,weekend_holiday,20:34,麻生行き,
南北線,大通,麻生方面,weekend_holiday,20:42,麻生行き,
南北線,大通,麻生方面,weekend_holiday,20:50,麻生行き,
南北線,大通,麻生方面,weekend_holiday,20:58,麻生行き,
南北線,大通,麻生方面,weekend_holiday,21:06,麻生行き,
南北線,大通,麻生方面,weekend_holiday,21:14,麻生行き,
南北線,大通,麻生方面,weekend_holiday,21:22,麻生行き,
南北線,大通,麻生方面,weekend_holiday,21:30,麻生行き,
南北線,大通,麻生方面,weekend_holiday,21:38,麻生行き,
南北線,大通,麻生方面,weekend_holiday,21:46,麻生行き,
南北線,大通,麻生方面,weekend_holiday,21:54,麻生行き,
南北線,大通,麻生方面,weekend_holiday,22:02,麻生行き,
南北線,大通,麻生方面,weekend_holiday,22:10,麻生行き,
南北線,大通,麻生方面,weekend_holiday,22:18,麻生行き,
南北線,大通,麻生方面,weekend_holiday,22:26,麻生行き,
南北線,大通,麻生方面,weekend_holiday,22:35,麻生行き,
南北線,大通,麻生方面,weekend_holiday,22:43,麻生行き,
南北線,大通,麻生方面,weekend_holiday,22:51,麻生行き,
南北線,大通,麻生方面,weekend_holiday,22:59,麻生行き,
南北線,大通,麻生方面,weekend_holiday,23:07,麻生行き,
南北線,大通,麻生方面,weekend_holiday,23:16,麻生行き,
南北線,大通,麻生方面,weekend_holiday,23:25,麻生行き,
南北線,大通,麻生方面,weekend_holiday,23:34,麻生行き,
南北線,大通,麻生方面,weekend_holiday,23:43,麻生行き,
南北線,大通,麻生方面,weekend_holiday,23:52,麻生行き,
南北線,大通,麻生方面,weekend_holiday,00:00,麻生行き,
南北線,大通,麻生方面,weekend_holiday,00:09,麻生行き,
